Depth (ft)	Density (g/cc)
2547.5	2.6576
2548	2.6387
2548.5	2.6594
2549	2.6449
2549.5	2.6441
2550	2.6255
2550.5	2.6169
2551	2.6166
2551.5	2.6248
2552	2.6264
2552.5	2.6461
2553	2.6403
2553.5	2.6344
2554	2.6524
2554.5	2.6471
2555	2.6434
2555.5	2.6246
2556	2.6065
2556.5	2.6555
2557	2.6515
2557.5	2.6397
2558	2.6477
2558.5	2.6744
2559	2.6702
2559.5	2.6329
2560	2.6248
2560.5	2.6287
2561	2.6661
2561.5	2.6602
2562	2.6784
2562.5	2.6754
2563	2.6599
2563.5	2.6675
2564	2.6782
2564.5	2.6626
2565	2.668
2565.5	2.6508
2566	2.6667
2566.5	2.6542
2567	2.6498
2567.5	2.6602
2568	2.6668
2568.5	2.6428
2569	2.6547
2569.5	2.6367
2570	2.6489
2570.5	2.664
2571	2.6802
2571.5	2.6856
2572	2.6727
2572.5	2.6631
2573	2.6547
2573.5	2.6443
2574	2.6466
2574.5	2.6627
2575	2.6833
2575.5	2.6687
2576	2.6579
2576.5	2.665
2577	2.664
2577.5	2.6443
2578	2.67
2578.5	2.6545
2579	2.6537
2579.5	2.662
2580	2.6427
2580.5	2.6416
2581	2.6277
2581.5	2.6329
2582	2.6446
2582.5	2.6398
2583	2.6538
2583.5	2.6563
2584	2.6633
2584.5	2.674
2585	2.6718
2585.5	2.6658
2586	2.6574
2586.5	2.6555
2587	2.6637
2587.5	2.6387
2588	2.6652
2588.5	2.6505
2589	2.6474
2589.5	2.6551
2590	2.6671
2590.5	2.6524
2591	2.6683
2591.5	2.6752
2592	2.6754
2592.5	2.6566
2593	2.6504
2593.5	2.6632
2594	2.662
2594.5	2.6654
2595	2.6665
2595.5	2.6724
2596	2.6698
2596.5	2.6686
2597	2.6973
2597.5	2.6732
2598	2.6926
2598.5	2.6857
2599	2.6475
2599.5	2.6601
2600	2.6613
2600.5	2.6496
2601	2.6545
2601.5	2.6492
2602	2.6392
2602.5	2.6377
2603	2.658
2603.5	2.6522
2604	2.6451
2604.5	2.6367
2605	2.6567
2605.5	2.6397
2606	2.6478
2606.5	2.6462
2607	2.6562
2607.5	2.6653
2608	2.6769
2608.5	2.6999
2609	2.69
2609.5	2.6682
2610	2.657
2610.5	2.6543
2611	2.6445
2611.5	2.6114
2612	2.6306
2612.5	2.6428
2613	2.6526
2613.5	2.6336
2614	2.6045
2614.5	2.6466
2615	2.6157
2615.5	2.6182
2616	2.633
2616.5	2.6414
2617	2.6553
2617.5	2.6643
2618	2.655
2618.5	2.6593
2619	2.6488
2619.5	2.6681
2620	2.6754
2620.5	2.6741
2621	2.6511
2621.5	2.6507
2622	2.6738
2622.5	2.6648
2623	2.664
2623.5	2.6862
2624	2.6924
2624.5	2.6838
2625	2.6518
2625.5	2.6468
2626	2.646
2626.5	2.6501
2627	2.6684
2627.5	2.6414
2628	2.6467
2628.5	2.6315
2629	2.6468
2629.5	2.6457
2630	2.6623
2630.5	2.644
2631	2.67
2631.5	2.6451
2632	2.6264
2632.5	2.6524
2633	2.6457
2633.5	2.6615
2634	2.6328
2634.5	2.6221
2635	2.6462
2635.5	2.6314
2636	2.6669
2636.5	2.6856
2637	2.6482
2637.5	2.6509
2638	2.636
2638.5	2.6444
2639	2.6426
2639.5	2.643
2640	2.6277
2640.5	2.6387
2641	2.6344
2641.5	2.6695
2642	2.6592
2642.5	2.6359
2643	2.66
2643.5	2.6212
2644	2.6454
2644.5	2.6468
2645	2.6241
2645.5	2.6266
2646	2.6434
2646.5	2.6344
2647	2.6394
2647.5	2.6374
2648	2.6428
2648.5	2.6522
2649	2.6526
2649.5	2.6536
2650	2.6381
2650.5	2.6441
2651	2.6473
2651.5	2.6321
2652	2.6236
2652.5	2.6342
2653	2.6493
2653.5	2.6462
2654	2.6498
2654.5	2.6358
2655	2.651
2655.5	2.6512
2656	2.6479
2656.5	2.6114
2657	2.6231
2657.5	2.6522
2658	2.6438
2658.5	2.6427
2659	2.6471
2659.5	2.6384
2660	2.6206
2660.5	2.6552
2661	2.6486
2661.5	2.6624
2662	2.618
2662.5	2.6544
2663	2.6278
2663.5	2.6386
2664	2.6455
2664.5	2.6584
2665	2.6673
2665.5	2.6439
2666	2.6631
2666.5	2.6431
2667	2.6463
2667.5	2.663
2668	2.6704
2668.5	2.649
2669	2.655
2669.5	2.6594
2670	2.6473
2670.5	2.6765
2671	2.6519
2671.5	2.664
2672	2.6589
2672.5	2.6481
2673	2.6629
2673.5	2.6619
2674	2.6562
2674.5	2.6414
2675	2.6411
2675.5	2.6698
2676	2.6623
2676.5	2.6656
2677	2.6914
2677.5	2.6791
2678	2.6702
2678.5	2.6652
2679	2.642
2679.5	2.6325
2680	2.6344
2680.5	2.6601
2681	2.6623
2681.5	2.6629
2682	2.6728
2682.5	2.6624
2683	2.6733
2683.5	2.6608
2684	2.6614
2684.5	2.6495
2685	2.6679
2685.5	2.6198
2686	2.6541
2686.5	2.6911
2687	2.6906
2687.5	2.6742
2688	2.6591
2688.5	2.6739
2689	2.6588
2689.5	2.6495
2690	2.6546
2690.5	2.6671
2691	2.6609
2691.5	2.6324
2692	2.6313
2692.5	2.6365
2693	2.6233
2693.5	2.6272
2694	2.6176
2694.5	2.6441
2695	2.6621
2695.5	2.6709
2696	2.6791
2696.5	2.6625
2697	2.6546
2697.5	2.6471
2698	2.6677
2698.5	2.6555
2699	2.6572
2699.5	2.6682
2700	2.6628
2700.5	2.6677
2701	2.6575
2701.5	2.6964
2702	2.6657
2702.5	2.6865
2703	2.6567
2703.5	2.6405
2704	2.6374
2704.5	2.6239
2705	2.6521
2705.5	2.6385
2706	2.6615
2706.5	2.6598
2707	2.6487
2707.5	2.6421
2708	2.6538
2708.5	2.6539
2709	2.6779
2709.5	2.6683
2710	2.6588
2710.5	2.6549
2711	2.638
2711.5	2.6445
2712	2.6404
2712.5	2.6835
2713	2.6562
2713.5	2.6333
2714	2.6557
2714.5	2.6511
2715	2.6476
2715.5	2.663
2716	2.6598
2716.5	2.639
2717	2.6533
2717.5	2.6462
2718	2.6385
2718.5	2.662
2719	2.6701
2719.5	2.6555
2720	2.652
2720.5	2.6346
2721	2.6275
2721.5	2.6476
2722	2.6546
2722.5	2.6608
2723	2.6616
2723.5	2.686
2724	2.703
2724.5	2.6698
2725	2.6562
2725.5	2.6288
2726	2.6207
2726.5	2.6424
2727	2.6272
2727.5	2.6238
2728	2.6167
2728.5	2.6423
2729	2.6534
2729.5	2.6469
2730	2.6529
2730.5	2.6436
2731	2.6339
2731.5	2.6609
2732	2.6166
2732.5	2.6441
2733	2.6437
2733.5	2.6626
2734	2.662
2734.5	2.6651
2735	2.6785
2735.5	2.6678
2736	2.6725
2736.5	2.6364
2737	2.6553
2737.5	2.6251
2738	2.6411
2738.5	2.654
2739	2.6541
2739.5	2.6526
2740	2.645
2740.5	2.6474
2741	2.6515
2741.5	2.6425
2742	2.6608
2742.5	2.681
2743	2.6471
2743.5	2.6437
2744	2.6645
2744.5	2.643
2745	2.6587
2745.5	2.6443
2746	2.6384
2746.5	2.647
2747	2.656
2747.5	2.6826
2748	2.6952
2748.5	2.6726
2749	2.6762
2749.5	2.661
2750	2.6351
2750.5	2.6422
2751	2.6614
2751.5	2.6724
2752	2.6637
2752.5	2.6718
2753	2.6657
2753.5	2.6563
2754	2.6449
2754.5	2.6205
2755	2.6726
2755.5	2.6535
2756	2.6226
2756.5	2.658
2757	2.6551
2757.5	2.6619
2758	2.6622
2758.5	2.6427
2759	2.6222
2759.5	2.6287
2760	2.6338
2760.5	2.6705
2761	2.6913
2761.5	2.6767
2762	2.6565
2762.5	2.6523
2763	2.6548
2763.5	2.6631
2764	2.6611
2764.5	2.6705
2765	2.6646
2765.5	2.6624
2766	2.6542
2766.5	2.665
2767	2.6922
2767.5	2.6931
2768	2.6768
2768.5	2.6622
2769	2.659
2769.5	2.6399
2770	2.6525
2770.5	2.6493
2771	2.6589
2771.5	2.694
2772	2.6833
2772.5	2.6738
2773	2.658
2773.5	2.6489
2774	2.6357
2774.5	2.6352
2775	2.6487
2775.5	2.659
2776	2.6716
2776.5	2.674
2777	2.6755
2777.5	2.7109
2778	2.6835
2778.5	2.6576
2779	2.6372
2779.5	2.652
2780	2.6533
2780.5	2.6627
2781	2.6639
2781.5	2.6705
2782	2.6765
2782.5	2.6608
2783	2.6326
2783.5	2.6501
2784	2.6785
2784.5	2.6597
2785	2.6584
2785.5	2.6505
2786	2.6484
2786.5	2.6696
2787	2.6773
2787.5	2.6568
2788	2.6419
2788.5	2.6651
2789	2.6616
2789.5	2.6522
2790	2.6675
2790.5	2.6599
2791	2.6475
2791.5	2.6489
2792	2.6932
2792.5	2.6776
2793	2.6839
2793.5	2.6412
2794	2.6364
2794.5	2.6586
2795	2.6547
2795.5	2.6533
2796	2.6321
2796.5	2.6383
2797	2.6625
2797.5	2.6653
2798	2.6682
2798.5	2.669
2799	2.6615
2799.5	2.6449
2800	2.6354
2800.5	2.6579
2801	2.6549
2801.5	2.6385
2802	2.6713
2802.5	2.6493
2803	2.6367
2803.5	2.6717
2804	2.6348
2804.5	2.627
2805	2.6494
2805.5	2.6419
2806	2.6471
2806.5	2.6489
2807	2.6284
2807.5	2.6603
2808	2.699
2808.5	2.653
2809	2.6586
2809.5	2.675
2810	2.6466
2810.5	2.6386
2811	2.6716
2811.5	2.6507
2812	2.6737
2812.5	2.6546
2813	2.6455
2813.5	2.6634
2814	2.6497
2814.5	2.6509
2815	2.642
2815.5	2.6566
2816	2.6587
2816.5	2.6602
2817	2.6714
2817.5	2.6711
2818	2.6757
2818.5	2.6672
2819	2.6616
2819.5	2.6691
2820	2.6464
2820.5	2.6567
2821	2.6667
2821.5	2.6584
2822	2.6545
2822.5	2.6341
2823	2.6511
2823.5	2.6502
2824	2.6766
2824.5	2.656
2825	2.6649
2825.5	2.6548
2826	2.6406
2826.5	2.6462
2827	2.6606
2827.5	2.6618
2828	2.6342
2828.5	2.6325
2829	2.6374
2829.5	2.6381
2830	2.6397
2830.5	2.6459
2831	2.6428
2831.5	2.6462
2832	2.6533
2832.5	2.6491
2833	2.6445
2833.5	2.6361
2834	2.653
2834.5	2.6469
2835	2.6265
2835.5	2.6743
2836	2.6384
2836.5	2.6319
2837	2.6267
2837.5	2.6297
2838	2.6358
2838.5	2.634
2839	2.63
2839.5	2.6281
2840	2.6272
2840.5	2.6073
2841	2.609
2841.5	2.6365
2842	2.6159
2842.5	2.6419
2843	2.6366
2843.5	2.6052
2844	2.6072
2844.5	2.6443
2845	2.6176
2845.5	2.6182
2846	2.6065
2846.5	2.6502
2847	2.6517
2847.5	2.6312
2848	2.6523
2848.5	2.6539
2849	2.6622
2849.5	2.6375
2850	2.666
2850.5	2.6645
2851	2.6488
2851.5	2.6241
2852	2.631
2852.5	2.6351
2853	2.6517
2853.5	2.6744
2854	2.6524
2854.5	2.6464
2855	2.6311
2855.5	2.6067
2856	2.6098
2856.5	2.6256
2857	2.6313
2857.5	2.6198
2858	2.623
2858.5	2.6541
2859	2.6586
2859.5	2.6932
2860	2.6707
2860.5	2.6613
2861	2.6569
2861.5	2.6705
2862	2.6558
2862.5	2.6428
2863	2.6421
2863.5	2.6732
2864	2.6773
2864.5	2.6774
2865	2.6506
2865.5	2.6525
2866	2.6223
2866.5	2.6435
2867	2.6167
2867.5	2.6479
2868	2.6465
2868.5	2.6372
2869	2.6497
2869.5	2.646
2870	2.6327
2870.5	2.6196
2871	2.645
2871.5	2.6307
2872	2.6304
2872.5	2.6575
2873	2.6407
2873.5	2.6007
2874	2.5087
2874.5	2.6512
2875	2.6396
2875.5	2.6453
2876	2.6347
2876.5	2.6242
2877	2.6294
2877.5	2.6415
2878	2.6215
2878.5	2.6178
2879	2.6373
2879.5	2.6519
2880	2.6385
2880.5	2.6112
2881	2.6383
2881.5	2.6527
2882	2.6597
2882.5	2.6653
2883	2.6433
2883.5	2.6435
2884	2.6651
2884.5	2.6375
2885	2.6281
2885.5	2.6318
2886	2.6269
2886.5	2.6258
2887	2.6567
2887.5	2.6705
2888	2.6127
2888.5	2.6203
2889	2.6393
2889.5	2.6446
2890	2.6895
2890.5	2.5891
2891	2.6023
2891.5	2.7083
2892	2.6864
2892.5	2.6182
2893	2.6271
2893.5	2.6215
2894	2.654
2894.5	2.6692
2895	2.6619
2895.5	2.6566
2896	2.6397
2896.5	2.6296
2897	2.6382
2897.5	2.6498
2898	2.6255
2898.5	2.6452
2899	2.6411
2899.5	2.6674
2900	2.6531
2900.5	2.6653
2901	2.6812
2901.5	2.6832
2902	2.6491
2902.5	2.6565
2903	2.6358
2903.5	2.637
2904	2.6609
2904.5	2.6405
2905	2.6208
2905.5	2.6336
2906	2.6115
2906.5	2.6412
2907	2.6578
2907.5	2.6636
2908	2.6304
2908.5	2.6588
2909	2.6665
2909.5	2.6516
2910	2.6577
2910.5	2.6097
2911	2.583
2911.5	2.6545
2912	2.629
2912.5	2.6422
2913	2.6642
2913.5	2.6787
2914	2.6487
2914.5	2.6517
2915	2.6577
2915.5	2.6362
2916	2.6368
2916.5	2.6483
2917	2.6323
2917.5	2.6498
2918	2.6394
2918.5	2.6219
2919	2.6025
2919.5	2.6051
2920	2.5998
2920.5	2.6284
2921	2.6565
2921.5	2.634
2922	2.6312
2922.5	2.6347
2923	2.6181
2923.5	2.6227
2924	2.6078
2924.5	2.6126
2925	2.636
2925.5	2.6187
2926	2.6144
2926.5	2.604
2927	2.5986
2927.5	2.6344
2928	2.6158
2928.5	2.6194
2929	2.602
2929.5	2.6113
2930	2.6265
2930.5	2.6074
2931	2.577
2931.5	2.6137
2932	2.6096
2932.5	2.6033
2933	2.5992
2933.5	2.6189
2934	2.6371
2934.5	2.6167
2935	2.6395
2935.5	2.632
2936	2.6203
2936.5	2.6388
2937	2.6406
2937.5	2.6476
2938	2.6506
2938.5	2.6428
2939	2.6345
2939.5	2.5757
2940	2.6051
2940.5	2.5982
2941	2.5968
2941.5	2.6294
2942	2.6958
2942.5	2.6636
2943	2.6162
2943.5	2.6024
2944	2.5669
2944.5	2.6564
2945	2.6622
2945.5	2.6747
2946	2.6549
2946.5	2.6564
2947	2.6519
2947.5	2.6572
2948	2.6264
2948.5	2.6271
2949	2.6053
2949.5	2.6289
2950	2.6105
2950.5	2.6297
2951	2.6346
2951.5	2.6308
2952	2.623
2952.5	2.6203
2953	2.607
2953.5	2.5979
2954	2.6413
2954.5	2.6305
2955	2.6325
2955.5	2.6371
2956	2.6533
2956.5	2.6399
2957	2.6616
2957.5	2.6388
2958	2.6333
2958.5	2.5982
2959	2.6076
2959.5	2.6184
2960	2.6576
2960.5	2.6761
2961	2.7495
2961.5	2.6518
2962	2.6476
2962.5	2.6172
2963	2.577
2963.5	2.6188
2964	2.6207
2964.5	2.6179
2965	2.6409
2965.5	2.6385
2966	2.6405
2966.5	2.6347
2967	2.6419
2967.5	2.6333
2968	2.6246
2968.5	2.6167
2969	2.6265
2969.5	2.6165
2970	2.5984
2970.5	2.5619
2971	2.591
2971.5	2.596
2972	2.5818
2972.5	2.6268
2973	2.6191
2973.5	2.6944
2974	2.6552
2974.5	2.6256
2975	2.6446
2975.5	2.6479
2976	2.6786
2976.5	2.7221
2977	2.7164
2977.5	2.7649
2978	2.6526
2978.5	2.6542
2979	2.6551
2979.5	2.6177
2980	2.6382
2980.5	2.6505
2981	2.6435
2981.5	2.6403
2982	2.6099
2982.5	2.6222
2983	2.63
2983.5	2.6537
2984	2.7136
2984.5	2.6966
2985	2.6489
2985.5	2.6373
2986	2.6247
2986.5	2.6011
2987	2.6077
2987.5	2.6454
2988	2.6618
2988.5	2.6597
2989	2.645
2989.5	2.653
2990	2.6457
2990.5	2.6785
2991	2.6698
2991.5	2.633
2992	2.727
2992.5	2.6634
2993	2.6772
2993.5	2.6325
2994	2.6471
2994.5	2.6349
2995	2.6616
2995.5	2.7017
2996	2.7039
2996.5	2.6864
2997	2.6573
2997.5	2.645
2998	2.6737
2998.5	2.6603
2999	2.6776
2999.5	2.7116
3000	2.6134
3000.5	2.6258
3001	2.6236
3001.5	2.6454
3002	2.6838
3002.5	2.6451
3003	2.6519
3003.5	2.6493
3004	2.6331
3004.5	2.6555
3005	2.6726
3005.5	2.6653
3006	2.6665
3006.5	2.6618
3007	2.6586
3007.5	2.6611
3008	2.6842
3008.5	2.7105
3009	2.6513
3009.5	2.6278
3010	2.691
3010.5	2.6462
3011	2.6312
3011.5	2.6498
3012	2.6419
3012.5	2.6477
3013	2.6337
3013.5	2.6547
3014	2.641
3014.5	2.627
3015	2.6345
3015.5	2.6252
3016	2.68
3016.5	2.6267
3017	2.6466
3017.5	2.6449
3018	2.6447
3018.5	2.6333
3019	2.6176
3019.5	2.6008
3020	2.6089
3020.5	2.6009
3021	2.6216
3021.5	2.6271
3022	2.6407
3022.5	2.6597
3023	2.7045
3023.5	2.6657
3024	2.6746
3024.5	2.6578
3025	2.705
3025.5	2.7897
3026	2.6285
3026.5	2.6598
3027	2.6733
3027.5	2.8522
3028	2.8013
3028.5	2.685
3029	2.655
3029.5	2.6272
3030	2.6374
3030.5	2.6279
3031	2.631
3031.5	2.6343
3032	2.6556
3032.5	2.6487
3033	2.655
3033.5	2.6692
3034	2.6689
3034.5	2.6625
3035	2.6409
3035.5	2.6533
3036	2.6527
3036.5	2.6582
3037	2.6532
3037.5	2.6632
3038	2.6706
3038.5	2.6955
3039	2.6594
3039.5	2.6586
3040	2.6345
3040.5	2.6488
3041	2.658
3041.5	2.655
3042	2.6681
3042.5	2.672
3043	2.6702
3043.5	2.6701
3044	2.6571
3044.5	2.6661
3045	2.6761
3045.5	2.6441
3046	2.6441
3046.5	2.6584
3047	2.6397
3047.5	2.6424
3048	2.6265
3048.5	2.6412
3049	2.6551
3049.5	2.6625
3050	2.6491
3050.5	2.6671
3051	2.6677
3051.5	2.6571
3052	2.6483
3052.5	2.6387
3053	2.6394
3053.5	2.645
3054	2.6403
3054.5	2.6404
3055	2.6322
3055.5	2.6293
3056	2.6139
3056.5	2.6308
3057	2.6467
3057.5	2.642
3058	2.64
3058.5	2.6393
3059	2.6451
3059.5	2.6432
3060	2.6209
3060.5	2.6498
3061	2.6513
3061.5	2.6689
3062	2.6314
3062.5	2.6275
3063	2.6615
3063.5	2.6514
3064	2.6397
3064.5	2.6547
3065	2.6612
3065.5	2.6554
3066	2.6551
3066.5	2.6558
3067	2.6818
3067.5	2.6731
3068	2.6731
3068.5	2.6635
3069	2.6645
3069.5	2.6603
3070	2.6632
3070.5	2.6474
3071	2.663
3071.5	2.6494
3072	2.6699
3072.5	2.6838
3073	2.6835
3073.5	2.6601
3074	2.6767
3074.5	2.6655
3075	2.6585
3075.5	2.6343
3076	2.65
3076.5	2.6452
3077	2.6416
3077.5	2.6442
3078	2.6405
3078.5	2.6504
3079	2.6588
3079.5	2.6641
3080	2.6466
3080.5	2.6542
3081	2.6599
3081.5	2.6688
3082	2.6786
3082.5	2.6704
3083	2.6445
3083.5	2.6528
3084	2.6663
3084.5	2.6626
3085	2.6673
3085.5	2.6636
3086	2.6633
3086.5	2.6305
3087	2.6449
3087.5	2.6617
3088	2.6517
3088.5	2.6407
3089	2.6578
3089.5	2.6409
3090	2.6535
3090.5	2.6443
3091	2.6481
3091.5	2.6399
3092	2.6559
3092.5	2.6537
3093	2.6331
3093.5	2.6333
3094	2.6493
3094.5	2.6188
3095	2.65
3095.5	2.6574
3096	2.6694
3096.5	2.67
3097	2.6589
3097.5	2.6179
3098	2.6168
3098.5	2.6251
3099	2.6378
3099.5	2.6802
3100	2.6201
3100.5	2.662
3101	2.6365
3101.5	2.6106
3102	2.6294
3102.5	2.6427
3103	2.618
3103.5	2.6408
3104	2.6073
3104.5	2.613
3105	2.6454
3105.5	2.6451
3106	2.637
3106.5	2.64
3107	2.6372
3107.5	2.6586
3108	2.6624
3108.5	2.6342
3109	2.6254
3109.5	2.6519
3110	2.6551
3110.5	2.6558
3111	2.6583
3111.5	2.6765
3112	2.6624
3112.5	2.6543
3113	2.6569
3113.5	2.6482
3114	2.6656
3114.5	2.649
3115	2.6522
3115.5	2.6435
3116	2.6637
3116.5	2.6278
3117	2.6619
3117.5	2.6494
3118	2.6569
3118.5	2.6578
3119	2.6594
3119.5	2.656
3120	2.6738
3120.5	2.6905
3121	2.6903
3121.5	2.6474
3122	2.6369
3122.5	2.6455
3123	2.6614
3123.5	2.6656
3124	2.651
3124.5	2.6278
3125	2.6595
3125.5	2.6573
3126	2.6996
3126.5	2.7065
3127	2.6954
3127.5	2.6784
3128	2.6791
3128.5	2.659
3129	2.6402
3129.5	2.6556
3130	2.6474
3130.5	2.6631
3131	2.6671
3131.5	2.6578
3132	2.676
3132.5	2.6675
3133	2.6531
3133.5	2.657
3134	2.6432
3134.5	2.6446
3135	2.6659
3135.5	2.6501
3136	2.6292
3136.5	2.658
3137	2.6465
3137.5	2.6706
3138	2.6798
3138.5	2.6572
3139	2.6849
3139.5	2.6944
3140	2.6805
3140.5	2.6776
3141	2.6809
3141.5	2.6642
3142	2.6537
3142.5	2.6499
3143	2.637
3143.5	2.6455
3144	2.6445
3144.5	2.6624
3145	2.6635
3145.5	2.6717
3146	2.6909
3146.5	2.6885
3147	2.6614
3147.5	2.6835
3148	2.6958
3148.5	2.6766
3149	2.6791
3149.5	2.6717
3150	2.6321
3150.5	2.652
3151	2.6479
3151.5	2.6504
3152	2.6571
3152.5	2.6728
3153	2.6358
3153.5	2.6468
3154	2.6813
3154.5	2.7001
3155	2.6864
3155.5	2.6901
3156	2.6638
3156.5	2.6563
3157	2.6339
3157.5	2.6524
3158	2.6619
3158.5	2.668
3159	2.6824
3159.5	2.6767
3160	2.6714
3160.5	2.6706
3161	2.6404
3161.5	2.6475
3162	2.6636
3162.5	2.7252
3163	2.6975
3163.5	2.6799
3164	2.6788
3164.5	2.6715
3165	2.6862
3165.5	2.6822
3166	2.6782
3166.5	2.6761
3167	2.6732
3167.5	2.6583
3168	2.659
3168.5	2.6399
3169	2.6444
3169.5	2.6445
3170	2.6585
3170.5	2.6388
3171	2.6368
3171.5	2.6375
3172	2.6468
3172.5	2.6825
3173	2.667
3173.5	2.6559
3174	2.6589
3174.5	2.6814
3175	2.6501
3175.5	2.6439
3176	2.6447
3176.5	2.6531
3177	2.6397
3177.5	2.6594
3178	2.642
3178.5	2.6531
3179	2.6522
3179.5	2.6239
3180	2.6359
3180.5	2.6514
3181	2.6537
3181.5	2.6677
3182	2.6635
3182.5	2.6851
3183	2.6785
3183.5	2.6668
3184	2.6699
3184.5	2.6603
3185	2.6556
3185.5	2.6406
3186	2.652
3186.5	2.6723
3187	2.6743
3187.5	2.6421
3188	2.6638
3188.5	2.7227
3189	2.5626
3189.5	2.672
3190	2.6901
3190.5	2.673
3191	2.6741
3191.5	2.6615
3192	2.6576
3192.5	2.6583
3193	2.6907
3193.5	2.6396
3194	2.65
3194.5	2.6766
3195	2.6533
3195.5	2.6287
3196	2.6141
3196.5	2.6462
3197	2.6987
3197.5	2.816
3198	2.6919
3198.5	2.5518
3199	2.6745
3199.5	2.678
3200	2.5746
3200.5	2.5896
3201	2.6174
3201.5	2.6974
3202	2.7532
3202.5	2.6939
3203	2.6271
3203.5	2.6595
3204	2.6461
3204.5	2.5942
3205	2.5643
3205.5	2.6573
3206	2.6681
3206.5	2.5963
3207	2.6096
3207.5	2.6382
3208	2.608
3208.5	2.6134
3209	2.6862
3209.5	2.6377
3210	2.5937
3210.5	2.5925
3211	2.6267
3211.5	2.6623
3212	2.6674
3212.5	2.6302
3213	2.6004
3213.5	2.5647
3214	2.6731
3214.5	2.5763
3215	2.6573
3215.5	2.6774
3216	2.6712
3216.5	2.6563
3217	2.6234
3217.5	2.6381
3218	2.645
3218.5	2.6349
3219	2.6469
3219.5	2.6385
3220	2.599
3220.5	2.6502
3221	2.669
3221.5	2.6614
3222	2.6489
3222.5	2.5763
3223	2.6051
3223.5	2.6594
3224	2.6682
3224.5	2.6343
3225	2.627
3225.5	2.6207
3226	2.6265
3226.5	2.6378
3227	2.5996
3227.5	2.6556
3228	2.6586
3228.5	2.6372
3229	2.6059
3229.5	2.5554
3230	2.641
3230.5	2.6714
3231	2.6391
3231.5	2.6303
3232	2.6286
3232.5	2.6535
3233	2.6421
3233.5	2.6477
3234	2.5925
3234.5	2.6278
3235	2.6533
3235.5	2.6919
3236	2.6881
3236.5	2.6808
3237	2.6696
3237.5	2.6677
3238	2.6686
3238.5	2.6681
3239	2.6896
3239.5	2.6778
3240	2.6775
3240.5	2.6741
3241	2.6933
3241.5	2.6961
3242	2.6734
3242.5	2.6516
3243	2.6664
3243.5	2.6354
3244	2.6494
3244.5	2.6083
3245	2.6351
3245.5	2.5229
3246	2.687
3246.5	2.6774
3247	2.6481
3247.5	2.6888
3248	2.6082
3248.5	2.6367
3249	2.6341
3249.5	2.6016
3250	2.6526
3250.5	2.6678
3251	2.6941
3251.5	2.6667
3252	2.6533
3252.5	2.6424
3253	2.6262
3253.5	2.592
3254	2.6442
3254.5	2.6333
3255	2.61
3255.5	2.6344
3256	2.6521
3256.5	2.6602
3257	2.6652
3257.5	2.6494
3258	2.619
3258.5	2.6166
3259	2.6326
3259.5	2.6242
3260	2.6478
3260.5	2.6539
3261	2.6569
3261.5	2.6503
3262	2.6338
3262.5	2.6396
3263	2.6626
3263.5	2.6525
3264	2.6687
3264.5	2.6538
3265	2.6324
3265.5	2.6389
3266	2.652
3266.5	2.6695
3267	2.6702
3267.5	2.6447
3268	2.6566
3268.5	2.6515
3269	2.6578
3269.5	2.653
3270	2.6357
3270.5	2.6366
3271	2.6365
3271.5	2.6207
3272	2.6237
3272.5	2.6201
3273	2.6378
3273.5	2.6372
3274	2.6678
3274.5	2.6251
3275	2.6543
3275.5	2.6295
3276	2.6511
3276.5	2.7071
3277	2.6771
3277.5	2.6891
3278	2.6481
3278.5	2.6428
3279	2.6488
3279.5	2.643
3280	2.6611
3280.5	2.7153
3281	2.7273
3281.5	2.6777
3282	2.65
3282.5	2.6404
3283	2.6466
3283.5	2.6311
3284	2.6241
3284.5	2.6398
3285	2.6068
3285.5	2.6419
3286	2.647
3286.5	2.634
3287	2.6678
3287.5	2.6533
3288	2.6278
3288.5	2.6307
3289	2.6522
3289.5	2.6394
3290	2.6327
3290.5	2.6146
3291	2.5915
3291.5	2.6187
3292	2.6215
3292.5	2.6394
3293	2.6332
3293.5	2.6186
3294	2.6299
3294.5	2.6163
3295	2.6604
3295.5	2.6387
3296	2.6377
3296.5	2.6246
3297	2.654
3297.5	2.6157
3298	2.6481
3298.5	2.6667
3299	2.6614
3299.5	2.6391
3300	2.6608
3300.5	2.6731
3301	2.6405
3301.5	2.6493
3302	2.6618
3302.5	2.6479
3303	2.657
3303.5	2.6486
3304	2.6341
3304.5	2.6327
3305	2.6387
3305.5	2.6444
3306	2.6686
3306.5	2.6693
3307	2.6727
3307.5	2.6667
3308	2.6631
3308.5	2.6689
3309	2.6762
3309.5	2.6636
3310	2.6801
3310.5	2.6834
3311	2.7307
3311.5	2.6656
3312	2.69
3312.5	2.6683
3313	2.6707
3313.5	2.6791
3314	2.6683
3314.5	2.6674
3315	2.6589
3315.5	2.6577
3316	2.6365
3316.5	2.6304
3317	2.657
3317.5	2.6619
3318	2.6722
3318.5	2.6532
3319	2.6445
3319.5	2.6572
3320	2.6589
3320.5	2.6413
3321	2.6499
3321.5	2.6451
3322	2.6279
3322.5	2.621
3323	2.7814
3323.5	2.6318
3324	2.6516
3324.5	2.6328
3325	2.5966
3325.5	2.6239
3326	2.6272
3326.5	2.6231
3327	2.62
3327.5	2.6158
3328	2.6421
3328.5	2.6502
3329	2.6369
3329.5	2.6254
3330	2.6638
3330.5	2.6258
3331	2.5779
3331.5	2.5565
3332	2.5675
